nom_estab,codigo_act,nombre_act,per_ocu,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,latitud,longitud,fecha_alta
PERFECT SMILE DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,88630,28,TAMAULIPAS,32,Reynosa,1,Reynosa,26.07898862,-98.28491555,2019-11
PERIDONCIA,621211,Consultorios dentales del sector privado,6 a 10 personas,89450,28,TAMAULIPAS,9,Ciudad Madero,1,Ciudad Madero,22.24905599,-97.8407574,2010-07
PRESTACION DE SERVICIOS MEDICOS DENTALES,621211,Consultorios dentales del sector privado,11 a 30 personas,88500,28,TAMAULIPAS,32,Reynosa,1,Reynosa,26.09426646,-98.27527791,2010-07
PRESTIGE DENTAL CLINIC,621211,Consultorios dentales del sector privado,0 a 5 personas,88810,28,TAMAULIPAS,33,RÃ­o Bravo,291,Nuevo Progreso,26.05838101,-97.95063404,2014-12
PREVENT CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,89600,28,TAMAULIPAS,3,Altamira,1,Altamira,22.39394088,-97.93665048,2019-11
PREVIDENT ODONTOLOGIA INTEGRAL,621211,Consultorios dentales del sector privado,0 a 5 personas,89510,28,TAMAULIPAS,9,Ciudad Madero,1,Ciudad Madero,22.28304678,-97.84399994,2019-11
PREVIDENTAL,621211,Consultorios dentales del sector privado,6 a 10 personas,89604,28,TAMAULIPAS,3,Altamira,122,Miramar,22.32989399,-97.87121027,2019-11
PRODENTAL ARTS DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,87330,28,TAMAULIPAS,22,Matamoros,1,Heroica Matamoros,25.89380716,-97.49876887,2014-12
PRODENTAL HEALTH,621211,Consultorios dentales del sector privado,0 a 5 personas,88000,28,TAMAULIPAS,27,Nuevo Laredo,1,Nuevo Laredo,27.49087352,-99.50071714,2014-12
PROSTO LABORATORIO Y ESTUDIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,89110,28,TAMAULIPAS,38,Tampico,1,Tampico,22.25714827,-97.86415158,2019-11
QUALITY MEDIC,621211,Consultorios dentales del sector privado,0 a 5 personas,87410,28,TAMAULIPAS,22,Matamoros,1,Heroica Matamoros,25.86623941,-97.48856848,2019-11
RAMOS DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,88810,28,TAMAULIPAS,33,RÃ­o Bravo,291,Nuevo Progreso,26.0601437,-97.95080795,2014-12
REAL DENT,621211,Consultorios dentales del sector privado,0 a 5 personas,89320,28,TAMAULIPAS,38,Tampico,1,Tampico,22.30388155,-97.89382718,2014-12
REAL DENT,621211,Consultorios dentales del sector privado,0 a 5 personas,89603,28,TAMAULIPAS,3,Altamira,122,Miramar,22.38806711,-97.91304525,2019-11
REALDENT ODONTOLOGIA INTEGRAL,621211,Consultorios dentales del sector privado,0 a 5 personas,89400,28,TAMAULIPAS,9,Ciudad Madero,1,Ciudad Madero,22.24614661,-97.83580933,2019-11
RECEPCION DE CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,89000,28,TAMAULIPAS,38,Tampico,1,Tampico,22.21821291,-97.85981805,2019-11
RECUPERANDO TU SONRISA,621211,Consultorios dentales del sector privado,0 a 5 personas,89606,28,TAMAULIPAS,3,Altamira,122,Miramar,22.38130583,-97.9146585,2014-12
REDDENTAL ODONTOLOGUIA INTEGRAL,621211,Consultorios dentales del sector privado,0 a 5 personas,88060,28,TAMAULIPAS,27,Nuevo Laredo,1,Nuevo Laredo,27.48378033,-99.49551575,2019-11
REHABILITACION BUCAL,621211,Consultorios dentales del sector privado,0 a 5 personas,89450,28,TAMAULIPAS,9,Ciudad Madero,1,Ciudad Madero,22.24905599,-97.8407574,2010-07
REHABILITACION ORAL,621211,Consultorios dentales del sector privado,0 a 5 personas,89410,28,TAMAULIPAS,9,Ciudad Madero,1,Ciudad Madero,22.26699545,-97.84435793,2019-11
REHABILITACION ORAL,621211,Consultorios dentales del sector privado,0 a 5 personas,88300,28,TAMAULIPAS,25,Miguel AlemÃ¡n,1,Ciudad Miguel AlemÃ¡n,26.39908355,-99.02682809,2010-07
RENOVACION DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,88050,28,TAMAULIPAS,27,Nuevo Laredo,1,Nuevo Laredo,27.48338762,-99.50573636,2010-07
REYNOSA SMILES,621211,Consultorios dentales del sector privado,0 a 5 personas,88500,28,TAMAULIPAS,32,Reynosa,1,Reynosa,26.09387381,-98.27296239,2014-12
RIO DENTAL OFFICE,621211,Consultorios dentales del sector privado,6 a 10 personas,88810,28,TAMAULIPAS,33,RÃ­o Bravo,291,Nuevo Progreso,26.06042615,-97.95051719,2010-07
RISU LUNAE,621211,Consultorios dentales del sector privado,0 a 5 personas,89290,28,TAMAULIPAS,38,Tampico,1,Tampico,22.21913491,-97.87478414,2014-12
RODENT  CENTRO ODONTOLOGICO,621211,Consultorios dentales del sector privado,0 a 5 personas,89410,28,TAMAULIPAS,9,Ciudad Madero,1,Ciudad Madero,22.27388194,-97.84605791,2019-11
RODRIGUEZ Y ASSOC.,621211,Consultorios dentales del sector privado,0 a 5 personas,88810,28,TAMAULIPAS,33,RÃ­o Bravo,291,Nuevo Progreso,26.05881157,-97.95149872,2010-07
RS DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,87380,28,TAMAULIPAS,22,Matamoros,1,Heroica Matamoros,25.85271305,-97.49908629,2019-11
RYM CLINICA DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,89329,28,TAMAULIPAS,38,Tampico,1,Tampico,22.30846155,-97.88190666,2019-11
SALUD BUCAL DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,88630,28,TAMAULIPAS,32,Reynosa,1,Reynosa,26.0771496,-98.28909009,2010-07
SALUD DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,89000,28,TAMAULIPAS,38,Tampico,1,Tampico,22.22072762,-97.85696802,2019-11
SALUD DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,89350,28,TAMAULIPAS,38,Tampico,1,Tampico,22.31388411,-97.87955952,2019-11
SALUD DENTAL ESTETICA CONSULTORIO,621211,Consultorios dentales del sector privado,0 a 5 personas,88000,28,TAMAULIPAS,27,Nuevo Laredo,1,Nuevo Laredo,27.49672036,-99.50726937,2010-07
SALUD DENTAL ODONTO PROMOS,621211,Consultorios dentales del sector privado,0 a 5 personas,87440,28,TAMAULIPAS,22,Matamoros,1,Heroica Matamoros,25.85995262,-97.46350015,2019-11
SAN ANGEL CLINICA DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,87040,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,23.74145744,-99.15742451,2019-11
SAN DENT CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,87350,28,TAMAULIPAS,22,Matamoros,1,Heroica Matamoros,25.86628004,-97.50131291,2014-12
SAN JOSE DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,87300,28,TAMAULIPAS,22,Matamoros,1,Heroica Matamoros,25.88063651,-97.5057117,2014-12
SERVI DENT CLINICA DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,87026,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,23.76341737,-99.14745558,2014-12
SERVICIOS MÃ‰DICOS NUEVO LEÃ“N,621211,Consultorios dentales del sector privado,0 a 5 personas,87050,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,23.74740828,-99.14988975,2010-07
SHINE SMILE DENTAL CLINIC,621211,Consultorios dentales del sector privado,6 a 10 personas,88810,28,TAMAULIPAS,33,RÃ­o Bravo,291,Nuevo Progreso,26.06042615,-97.95051719,2019-11
SMILE CENTER,621211,Consultorios dentales del sector privado,0 a 5 personas,88440,28,TAMAULIPAS,7,Camargo,1,Ciudad Camargo,26.31098596,-98.83393748,2010-07
SMILE CENTER CLINICA DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,88500,28,TAMAULIPAS,32,Reynosa,1,Reynosa,26.09499168,-98.27309252,2010-07
SMILE CENTER ODONTOLOGIA,621211,Consultorios dentales del sector privado,0 a 5 personas,89000,28,TAMAULIPAS,38,Tampico,1,Tampico,22.21684503,-97.8568332,2010-07
SMILE CLINIC,621211,Consultorios dentales del sector privado,0 a 5 personas,87300,28,TAMAULIPAS,22,Matamoros,1,Heroica Matamoros,25.88031309,-97.50040807,2014-12
SMILE DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,87330,28,TAMAULIPAS,22,Matamoros,1,Heroica Matamoros,25.89145054,-97.50240526,2020-11
SMILE DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,89328,28,TAMAULIPAS,38,Tampico,1,Tampico,22.30851759,-97.88795636,2019-11
SMILE DENTIS,621211,Consultorios dentales del sector privado,0 a 5 personas,88910,28,TAMAULIPAS,33,RÃ­o Bravo,1,Ciudad RÃ­o Bravo,25.99185607,-98.08903411,2014-12
SMILE STUDIO,621211,Consultorios dentales del sector privado,0 a 5 personas,88500,28,TAMAULIPAS,32,Reynosa,1,Reynosa,26.08693796,-98.27108488,2010-07
SMILING ODONTOLOGIA INTEGRAL Y ESTETICA,621211,Consultorios dentales del sector privado,0 a 5 personas,87500,28,TAMAULIPAS,40,Valle Hermoso,1,Valle Hermoso,25.67295299,-97.81131024,2014-12
SMYLIFE DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,88799,28,TAMAULIPAS,32,Reynosa,1,Reynosa,26.00670543,-98.25840494,2019-11
SOLUTION DENTAL CLINIC,621211,Consultorios dentales del sector privado,6 a 10 personas,88810,28,TAMAULIPAS,33,RÃ­o Bravo,291,Nuevo Progreso,26.06042615,-97.95051719,2019-11
STAR DENT,621211,Consultorios dentales del sector privado,0 a 5 personas,89327,28,TAMAULIPAS,38,Tampico,1,Tampico,22.3070452,-97.88783205,2014-12
STETIC IMPLANT DENTAL CENTER,621211,Consultorios dentales del sector privado,6 a 10 personas,88810,28,TAMAULIPAS,33,RÃ­o Bravo,291,Nuevo Progreso,26.05698495,-97.95087588,2014-12
SWISS DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,87300,28,TAMAULIPAS,22,Matamoros,1,Heroica Matamoros,25.87633293,-97.51452258,2019-11
TEXAS DENTAL CLINIC,621211,Consultorios dentales del sector privado,0 a 5 personas,88810,28,TAMAULIPAS,33,RÃ­o Bravo,291,Nuevo Progreso,26.05742265,-97.95080458,2010-07
TORRE MEDICA CMQ,621211,Consultorios dentales del sector privado,0 a 5 personas,87300,28,TAMAULIPAS,22,Matamoros,1,Heroica Matamoros,25.88056891,-97.4992587,2019-11
TRI DENTAL SOLUTIONS,621211,Consultorios dentales del sector privado,0 a 5 personas,88630,28,TAMAULIPAS,32,Reynosa,1,Reynosa,26.08149453,-98.28986946,2019-11
TU CLINICA DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,87458,28,TAMAULIPAS,22,Matamoros,1,Heroica Matamoros,25.85279911,-97.49134388,2014-12
ULTRA DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,87602,28,TAMAULIPAS,35,San Fernando,1,San Fernando,24.85204799,-98.15359802,2019-11
UNIDAD MEDICA DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,89450,28,TAMAULIPAS,9,Ciudad Madero,1,Ciudad Madero,22.24721633,-97.83892543,2010-07
UNIDAD MEDICA ESPAÃ‘OLA,621211,Consultorios dentales del sector privado,0 a 5 personas,87505,28,TAMAULIPAS,40,Valle Hermoso,1,Valle Hermoso,25.66432075,-97.81574713,2014-12
UNIDAD MEDICA FAMILIAR,621211,Consultorios dentales del sector privado,0 a 5 personas,87300,28,TAMAULIPAS,22,Matamoros,1,Heroica Matamoros,25.879639,-97.50951202,2019-11
UNIDENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,87330,28,TAMAULIPAS,22,Matamoros,1,Heroica Matamoros,25.8927911,-97.49915058,2010-07
UNIMEDIC,621211,Consultorios dentales del sector privado,0 a 5 personas,87330,28,TAMAULIPAS,22,Matamoros,1,Heroica Matamoros,25.89309316,-97.49975984,2014-12
UNIMEDIC,621211,Consultorios dentales del sector privado,0 a 5 personas,87330,28,TAMAULIPAS,22,Matamoros,1,Heroica Matamoros,25.89269575,-97.5001989,2014-12
UNIMEDIC,621211,Consultorios dentales del sector privado,0 a 5 personas,87330,28,TAMAULIPAS,22,Matamoros,1,Heroica Matamoros,25.89269909,-97.50019521,2014-12
UNIMEDIC CLINICA,621211,Consultorios dentales del sector privado,0 a 5 personas,87330,28,TAMAULIPAS,22,Matamoros,1,Heroica Matamoros,25.892705,-97.50018868,2019-11
UNION DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,88000,28,TAMAULIPAS,27,Nuevo Laredo,1,Nuevo Laredo,27.49577374,-99.50154473,2019-11
UNIVERSAL DENTAL CLINIC,621211,Consultorios dentales del sector privado,0 a 5 personas,88810,28,TAMAULIPAS,33,RÃ­o Bravo,291,Nuevo Progreso,26.06004469,-97.95078422,2010-07
VALDEZ AESTHETIC DENTISTRY,621211,Consultorios dentales del sector privado,0 a 5 personas,88810,28,TAMAULIPAS,33,RÃ­o Bravo,291,Nuevo Progreso,26.06002303,-97.95059662,2010-07
VALMA DENTAL REYNOSA,621211,Consultorios dentales del sector privado,0 a 5 personas,88690,28,TAMAULIPAS,32,Reynosa,1,Reynosa,26.05814215,-98.2945798,2019-11
VANGUARDIA DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,88740,28,TAMAULIPAS,32,Reynosa,1,Reynosa,26.06902304,-98.31648664,2010-07
VISION DENTAL CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,88300,28,TAMAULIPAS,25,Miguel AlemÃ¡n,1,Ciudad Miguel AlemÃ¡n,26.40120349,-99.02412003,2019-11
VOGEL CALIDAD DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,87040,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,23.7488955,-99.14325277,2010-07
WHITE DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,88500,28,TAMAULIPAS,32,Reynosa,1,Reynosa,26.09648367,-98.27668876,2010-07
WIELAND DENTAL,621211,Consultorios dentales del sector privado,6 a 10 personas,88060,28,TAMAULIPAS,27,Nuevo Laredo,1,Nuevo Laredo,27.48008328,-99.49767929,2019-11
X LM DENTAL CLINIC,621211,Consultorios dentales del sector privado,0 a 5 personas,88810,28,TAMAULIPAS,33,RÃ­o Bravo,291,Nuevo Progreso,26.05995457,-97.9500033,2019-11
XPERT,621211,Consultorios dentales del sector privado,0 a 5 personas,89118,28,TAMAULIPAS,38,Tampico,1,Tampico,22.25716417,-97.87373938,2019-11
ZAFIRO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,87450,28,TAMAULIPAS,22,Matamoros,1,Heroica Matamoros,25.85825381,-97.48289406,2019-11
ZAMBRANO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,88810,28,TAMAULIPAS,33,RÃ­o Bravo,291,Nuevo Progreso,26.06017145,-97.95188291,2014-12
ZAMBRANO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,88810,28,TAMAULIPAS,33,RÃ­o Bravo,291,Nuevo Progreso,26.06017145,-97.95188291,2019-11
ZAMBRANO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,88810,28,TAMAULIPAS,33,RÃ­o Bravo,291,Nuevo Progreso,26.06017145,-97.95188291,2019-11
ZAPATA DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,88810,28,TAMAULIPAS,33,RÃ­o Bravo,291,Nuevo Progreso,26.05994902,-97.94995523,2019-11
ZONA DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,87500,28,TAMAULIPAS,40,Valle Hermoso,1,Valle Hermoso,25.67021298,-97.81548348,2019-11
A&H PROVEEDORA DE SERVICIOS DENTALES,621211,Consultorios dentales del sector privado,0 a 5 personas,84065,26,SONORA,43,Nogales,1,Heroica Nogales,31.2982242,-110.9504376,2019-11
A+ DENTAL & ISLAS,621211,Consultorios dentales del sector privado,0 a 5 personas,84030,26,SONORA,43,Nogales,1,Heroica Nogales,31.33156516,-110.9458203,2014-12
ACLIDENT CLINICA DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,83449,26,SONORA,55,San Luis RÃ­o Colorado,1,San Luis RÃ­o Colorado,32.47567304,-114.7772543,2019-11
ADKA DENTAL GROUP,621211,Consultorios dentales del sector privado,0 a 5 personas,83000,26,SONORA,30,Hermosillo,1,Hermosillo,29.08712349,-110.9520701,2014-12
ADKA DENTRAL GROUP,621211,Consultorios dentales del sector privado,0 a 5 personas,83000,26,SONORA,30,Hermosillo,1,Hermosillo,29.08712231,-110.9520699,2010-07
AGM DENTAL,621211,Consultorios dentales del sector privado,6 a 10 personas,83240,26,SONORA,30,Hermosillo,1,Hermosillo,29.08540312,-110.9913532,2019-11
ALBA GOMEZ DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,84060,26,SONORA,43,Nogales,1,Heroica Nogales,31.31104278,-110.9450852,2019-11
ALMAR ODONTOLOGIA INTEGRAL,621211,Consultorios dentales del sector privado,0 a 5 personas,83448,26,SONORA,55,San Luis RÃ­o Colorado,1,San Luis RÃ­o Colorado,32.47266808,-114.7660704,2010-07
AM DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,83000,26,SONORA,30,Hermosillo,1,Hermosillo,29.08359418,-110.9529346,2019-11
AMADOR DENTAL CARE,621211,Consultorios dentales del sector privado,0 a 5 personas,83554,26,SONORA,48,Puerto PeÃ±asco,1,Puerto PeÃ±asco,31.30603283,-113.5291638,2019-11
AMERICAN DENTAL,621211,Consultorios dentales del sector privado,6 a 10 personas,85506,26,SONORA,29,Guaymas,25,San Carlos (San Carlos Nuevo Guaymas),27.96199055,-111.0288908,2010-07
ARIZONA DENTAL,621211,Consultorios dentales del sector privado,11 a 30 personas,84000,26,SONORA,43,Nogales,1,Heroica Nogales,31.33245161,-110.9440039,2010-07
ARMENTAS DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,85136,26,SONORA,18,Cajeme,1,Ciudad ObregÃ³n,27.48412951,-109.9828366,2019-11
AUXILIAR DE CONSULTORIO DENTAL CORNEJO,621211,Consultorios dentales del sector privado,0 a 5 personas,83448,26,SONORA,55,San Luis RÃ­o Colorado,1,San Luis RÃ­o Colorado,32.46361005,-114.7599684,2019-11
AZ DENTAL CENTER,621211,Consultorios dentales del sector privado,0 a 5 personas,84000,26,SONORA,43,Nogales,1,Heroica Nogales,31.33227169,-110.9456849,2019-11
BALO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,83449,26,SONORA,55,San Luis RÃ­o Colorado,1,San Luis RÃ­o Colorado,32.47406007,-114.7779115,2019-11
BELLEZA INTEGRAL,621211,Consultorios dentales del sector privado,0 a 5 personas,83297,26,SONORA,30,Hermosillo,1,Hermosillo,29.03558518,-110.9403148,2019-11
BENESTAR,621211,Consultorios dentales del sector privado,0 a 5 personas,83600,26,SONORA,17,Caborca,1,Heroica Caborca,30.71513056,-112.1556802,2019-11
BIO DENTAL ODONTOLOGIA INTEGRAL,621211,Consultorios dentales del sector privado,6 a 10 personas,84030,26,SONORA,43,Nogales,1,Heroica Nogales,31.32912649,-110.9456829,2019-11
BOGARDENT,621211,Consultorios dentales del sector privado,0 a 5 personas,83449,26,SONORA,55,San Luis RÃ­o Colorado,1,San Luis RÃ­o Colorado,32.47437669,-114.7804151,2019-11
BORDER DENTAL,621211,Consultorios dentales del sector privado,11 a 30 personas,84000,26,SONORA,43,Nogales,1,Heroica Nogales,31.33216728,-110.9458139,2010-07
BRACKETS CLINICA DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,85080,26,SONORA,18,Cajeme,1,Ciudad ObregÃ³n,27.47986639,-109.9291122,2019-11
BRAKETS CLINICA DENTAL OBREGON,621211,Consultorios dentales del sector privado,0 a 5 personas,85100,26,SONORA,18,Cajeme,1,Ciudad ObregÃ³n,27.50183402,-109.948854,2019-11
CBYM CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,83000,26,SONORA,30,Hermosillo,1,Hermosillo,29.09339602,-110.9513215,2010-07
CDI CENTRO DENTAL INTEGRAL,621211,Consultorios dentales del sector privado,0 a 5 personas,83000,26,SONORA,30,Hermosillo,1,Hermosillo,29.09443845,-110.9507092,2019-11
CENTRAL MEDICA DE ESPECIALIDADES,621211,Consultorios dentales del sector privado,0 a 5 personas,84020,26,SONORA,43,Nogales,1,Heroica Nogales,31.31994903,-110.946707,2010-07
CENTRO DE IMPLANTOLOGÃA Y REHABILITACIÃ“N BUCAL,621211,Consultorios dentales del sector privado,6 a 10 personas,83157,26,SONORA,30,Hermosillo,1,Hermosillo,29.10874229,-110.951683,2013-07
CENTRO DE ODONTOLOGIA BIOCOMPATIBLE,621211,Consultorios dentales del sector privado,0 a 5 personas,83550,26,SONORA,48,Puerto PeÃ±asco,1,Puerto PeÃ±asco,31.31082303,-113.5395232,2019-11
CENTRO DE ODONTOLOGIA ESPECIALIZADA,621211,Consultorios dentales del sector privado,0 a 5 personas,83000,26,SONORA,30,Hermosillo,1,Hermosillo,29.09335055,-110.9517156,2014-12
CENTRO DE ODONTOLOGIA ESPECIALIZADA,621211,Consultorios dentales del sector privado,0 a 5 personas,83000,26,SONORA,30,Hermosillo,1,Hermosillo,29.09335055,-110.9517156,2014-12
CENTRO DE ODONTOLOGIA FISIOLOGICA Y RECONTRUCTIVA,621211,Consultorios dentales del sector privado,0 a 5 personas,84220,26,SONORA,2,Agua Prieta,1,Agua Prieta,31.3286644,-109.5470689,2010-07
CENTRO DE ODONTOLOGIA INTEGRAL,621211,Consultorios dentales del sector privado,6 a 10 personas,83290,26,SONORA,30,Hermosillo,1,Hermosillo,29.05107531,-110.9558903,2014-12
CENTRO DE ODONTOLOGIA RESTAURADORA,621211,Consultorios dentales del sector privado,0 a 5 personas,83260,26,SONORA,30,Hermosillo,1,Hermosillo,29.08100249,-110.9704598,2010-07
CENTRO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,85800,26,SONORA,42,Navojoa,1,Navojoa,27.07674127,-109.451767,2019-11
CENTRO DENTAL SONORA,621211,Consultorios dentales del sector privado,6 a 10 personas,83157,26,SONORA,30,Hermosillo,1,Hermosillo,29.10654023,-110.9513353,2014-12
CENTRO MEDICO DE ESPECIALIDADES,621211,Consultorios dentales del sector privado,0 a 5 personas,84620,26,SONORA,19,Cananea,1,Heroica Ciudad de Cananea,30.98288909,-110.297389,2010-07
CENTRO MEDICO DE ESPECIALIDADES,621211,Consultorios dentales del sector privado,0 a 5 personas,84620,26,SONORA,19,Cananea,1,Heroica Ciudad de Cananea,30.98288909,-110.297389,2010-07
CIRUJANO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,85134,26,SONORA,18,Cajeme,1,Ciudad ObregÃ³n,27.49032654,-109.9823403,2010-07
CIRUJANO DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,83000,26,SONORA,30,Hermosillo,1,Hermosillo,29.09193592,-110.9543225,2010-07
CIRUJANO DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,83000,26,SONORA,30,Hermosillo,1,Hermosillo,29.08660958,-110.9505414,2010-07
CIRUJANO DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,83200,26,SONORA,30,Hermosillo,1,Hermosillo,29.0913541,-110.9772734,2010-07
CIRUJANO DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,83000,26,SONORA,30,Hermosillo,1,Hermosillo,29.08549259,-110.9536576,2010-07
CIRUJANO DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,84060,26,SONORA,43,Nogales,1,Heroica Nogales,31.31198279,-110.9454539,2010-07
CIRUJANO DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,83400,26,SONORA,55,San Luis RÃ­o Colorado,1,San Luis RÃ­o Colorado,32.48361791,-114.7830206,2010-07
CIRUJANO DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,83400,26,SONORA,55,San Luis RÃ­o Colorado,1,San Luis RÃ­o Colorado,32.48002146,-114.7822467,2010-07
CIRUJANO DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,85400,26,SONORA,29,Guaymas,1,Heroica Guaymas,27.92538312,-110.8855029,2010-07
CIRUJANO DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,83010,26,SONORA,30,Hermosillo,1,Hermosillo,29.09743557,-110.9404961,2010-07
CIRUJANO DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,84200,26,SONORA,2,Agua Prieta,1,Agua Prieta,31.33309195,-109.5571268,2010-07
CIRUJANO DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,84200,26,SONORA,2,Agua Prieta,1,Agua Prieta,31.33150806,-109.5572632,2010-07
CIRUJANO DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,85010,26,SONORA,18,Cajeme,1,Ciudad ObregÃ³n,27.5107824,-109.9327022,2010-07
CIRUJANO DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,84000,26,SONORA,43,Nogales,1,Heroica Nogales,31.33176679,-110.9454604,2010-07
CIRUJANO DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,84000,26,SONORA,43,Nogales,1,Heroica Nogales,31.33176679,-110.9454604,2010-07
CIRUJANO DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,83140,26,SONORA,30,Hermosillo,1,Hermosillo,29.11696368,-110.970333,2010-07
CIRUJANO DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,84200,26,SONORA,2,Agua Prieta,1,Agua Prieta,31.32179585,-109.5426681,2010-07
CIRUJANO DENTISTA DR JOSE LUIS CHAVEZ SALCIDO,621211,Consultorios dentales del sector privado,0 a 5 personas,83180,26,SONORA,30,Hermosillo,1,Hermosillo,29.102242,-110.9770215,2010-07
CIRUJANO DENTISTA INNOVADENT,621211,Consultorios dentales del sector privado,0 a 5 personas,83900,26,SONORA,16,BenjamÃ­n Hill,1,BenjamÃ­n Hill,30.16872709,-111.1174277,2019-11
CIRUJANO DENTISTA LUIS ALFONSO SILVA VERDUGO,621211,Consultorios dentales del sector privado,0 a 5 personas,83000,26,SONORA,30,Hermosillo,1,Hermosillo,29.08492369,-110.9508576,2010-07
CIRUJANO DENTISTA MARIO GARZON LIZARRAGA,621211,Consultorios dentales del sector privado,0 a 5 personas,83000,26,SONORA,30,Hermosillo,1,Hermosillo,29.08642407,-110.9540264,2010-07
CLIINICA DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,84200,26,SONORA,2,Agua Prieta,1,Agua Prieta,31.33127598,-109.5582739,2019-11
CLINICA BARCELO,621211,Consultorios dentales del sector privado,0 a 5 personas,83190,26,SONORA,30,Hermosillo,1,Hermosillo,29.10327898,-110.9553884,2019-11
CLINICA BIODENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,83136,26,SONORA,30,Hermosillo,1,Hermosillo,29.10295925,-110.9857703,2019-11
CLINICA BIODET,621211,Consultorios dentales del sector privado,0 a 5 personas,83344,26,SONORA,30,Hermosillo,343,Miguel AlemÃ¡n (La Doce),28.84668547,-111.4983531,2019-11
CLINICA BIODONTOLOGICA,621211,Consultorios dentales del sector privado,0 a 5 personas,85515,26,SONORA,72,San Ignacio RÃ­o Muerto,1,San Ignacio RÃ­o Muerto,27.41048,-110.2470145,2014-12
CLINICA CEBALLOS,621211,Consultorios dentales del sector privado,0 a 5 personas,83120,26,SONORA,30,Hermosillo,1,Hermosillo,29.12181758,-110.9998834,2019-11
